player_id,year,"last_name, first_name",kmeans_quality_cluster,quality_archetype,impact_cluster,impact_archetype
622065,2020,"Young, Alex",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
622072,2021,"Wood, Alex",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622072,2022,"Wood, Alex",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
622072,2023,"Wood, Alex",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
622075,2020,"Almonte, Yency",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
622088,2020,"Antone, Tejay",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622092,2020,"Zimmer, Kyle",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
622092,2021,"Zimmer, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622098,2022,"Smith, Drew",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
622098,2023,"Smith, Drew",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622250,2021,"Sborz, Josh",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622251,2020,"Staumont, Josh",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622251,2021,"Staumont, Josh",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622253,2021,"Tate, Dillon",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622253,2022,"Tate, Dillon",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
622259,2019,"Wingenter, Trey",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
622491,2019,"Castillo, Luis",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
622491,2020,"Castillo, Luis",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
622491,2021,"Castillo, Luis",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
622491,2022,"Castillo, Luis",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
622491,2023,"Castillo, Luis",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
622491,2024,"Castillo, Luis",4,Poor Changeup Group (Bad CH),5,Four-Seam Aces (Elite FF Impact)
622491,2025,"Castillo, Luis",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
622503,2021,"Crismatt, Nabil",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622503,2022,"Crismatt, Nabil",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622505,2019,"Alcántara, Victor",1,League-Average Pitch Quality,1,Sinker Liability Pitchers (Sinker Gets Crushed)
622554,2024,"Domínguez, Seranthony",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622554,2025,"Domínguez, Seranthony",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622608,2019,"Senzatela, Antonio",6,Weak Breaking Ball Group (Bad SL),0,FF Liability Pitchers (Bad Fastball Impact)
622608,2020,"Senzatela, Antonio",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622608,2021,"Senzatela, Antonio",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622608,2022,"Senzatela, Antonio",6,Weak Breaking Ball Group (Bad SL),0,FF Liability Pitchers (Bad Fastball Impact)
622608,2025,"Senzatela, Antonio",6,Weak Breaking Ball Group (Bad SL),0,FF Liability Pitchers (Bad Fastball Impact)
622663,2022,"Severino, Luis",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
622663,2023,"Severino, Luis",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
622663,2024,"Severino, Luis",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
622663,2025,"Severino, Luis",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
622694,2019,"Hernández, Elieser",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
622694,2020,"Hernández, Elieser",7,Slider Aces (Elite SL),5,Four-Seam Aces (Elite FF Impact)
622694,2021,"Hernández, Elieser",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
622694,2022,"Hernández, Elieser",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
622772,2020,"Cordero, Jimmy",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
623149,2021,"Sewald, Paul",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623149,2022,"Sewald, Paul",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623149,2023,"Sewald, Paul",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623167,2021,"Flexen, Chris",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
623167,2022,"Flexen, Chris",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
623167,2023,"Flexen, Chris",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
623167,2024,"Flexen, Chris",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
623184,2019,"Oberg, Scott",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623352,2019,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2020,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2021,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2022,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2023,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2024,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623352,2025,"Hader, Josh",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623364,2019,"Wieck, Brad",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623381,2019,"Pannone, Thomas",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
623433,2019,"Anderson, Nick",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623433,2020,"Anderson, Nick",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
623437,2023,"Topa, Justin",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
623465,2020,"Phillips, Evan",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
623465,2022,"Phillips, Evan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
623465,2023,"Phillips, Evan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
623470,2020,"Newberry, Jake",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
623474,2020,"Herget, Jimmy",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
624133,2021,"Suárez, Ranger",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
624133,2022,"Suárez, Ranger",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
624133,2023,"Suárez, Ranger",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
624133,2024,"Suárez, Ranger",0,Fastball Generalists (Good FF + Good SI),2,Balanced Positive Arsenal (Mild Impact Gains)
624133,2025,"Suárez, Ranger",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
624418,2020,"Castellani, Ryan",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
624522,2021,"Thompson, Keegan",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
624522,2022,"Thompson, Keegan",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
624586,2020,"Hoyt, James",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
624647,2020,"González, Victor",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
625643,2019,"López, Reynaldo",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
625643,2020,"López, Reynaldo",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
625643,2021,"López, Reynaldo",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
625643,2022,"López, Reynaldo",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
625643,2023,"López, Reynaldo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
625643,2024,"López, Reynaldo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
628317,2019,"Maeda, Kenta",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
628317,2020,"Maeda, Kenta",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
628317,2021,"Maeda, Kenta",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
628317,2023,"Maeda, Kenta",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
628317,2024,"Maeda, Kenta",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
628452,2019,"Iglesias, Raisel",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
628711,2019,"Urías, Julio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
628711,2020,"Urías, Julio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
628711,2021,"Urías, Julio",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
628711,2022,"Urías, Julio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
628711,2023,"Urías, Julio",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
630023,2019,"Chirinos, Yonny",6,Weak Breaking Ball Group (Bad SL),1,Sinker Liability Pitchers (Sinker Gets Crushed)
630023,2023,"Chirinos, Yonny",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
640444,2021,"Crowe, Wil",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
640444,2022,"Crowe, Wil",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
640448,2020,"Finnegan, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640448,2021,"Finnegan, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640448,2022,"Finnegan, Kyle",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640448,2023,"Finnegan, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640448,2024,"Finnegan, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640448,2025,"Finnegan, Kyle",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640451,2022,"Harvey, Hunter",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640451,2023,"Harvey, Hunter",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640451,2024,"Harvey, Hunter",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640455,2020,"Manaea, Sean",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640455,2021,"Manaea, Sean",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640455,2022,"Manaea, Sean",4,Poor Changeup Group (Bad CH),5,Four-Seam Aces (Elite FF Impact)
640455,2023,"Manaea, Sean",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
640455,2024,"Manaea, Sean",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
640455,2025,"Manaea, Sean",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640462,2022,"Puk, A.J.",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
640462,2023,"Puk, A.J.",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640462,2024,"Puk, A.J.",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
640470,2021,"Alzolay, Adbert",5,Sinkers Get Hit (Bad SI),2,Balanced Positive Arsenal (Mild Impact Gains)
640470,2023,"Alzolay, Adbert",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641154,2019,"López, Pablo",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641154,2020,"López, Pablo",0,Fastball Generalists (Good FF + Good SI),2,Balanced Positive Arsenal (Mild Impact Gains)
641154,2021,"López, Pablo",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641154,2022,"López, Pablo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641154,2023,"López, Pablo",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641154,2024,"López, Pablo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641154,2025,"López, Pablo",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641302,2021,"Alexander, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641302,2022,"Alexander, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641302,2024,"Alexander, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641302,2025,"Alexander, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641312,2019,"Anderson, Shaun",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641329,2022,"Baker, Bryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641329,2023,"Baker, Bryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641329,2025,"Baker, Bryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641360,2021,"Bickford, Phil",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641360,2022,"Bickford, Phil",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641360,2023,"Bickford, Phil",1,League-Average Pitch Quality,5,Four-Seam Aces (Elite FF Impact)
641386,2021,"Bowden, Ben",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641394,2021,"Brentz, Jake",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641401,2021,"Brogdon, Connor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641447,2020,"Castano, Daniel",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641482,2019,"Cortes, Nestor",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641482,2021,"Cortes, Nestor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641482,2022,"Cortes, Nestor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641482,2023,"Cortes, Nestor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641482,2024,"Cortes, Nestor",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641540,2020,"Dunning, Dane",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641540,2021,"Dunning, Dane",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641540,2022,"Dunning, Dane",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641540,2023,"Dunning, Dane",4,Poor Changeup Group (Bad CH),2,Balanced Positive Arsenal (Mild Impact Gains)
641540,2024,"Dunning, Dane",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641582,2020,"Foster, Matt",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641582,2021,"Foster, Matt",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641585,2023,"France, J.P.",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641627,2019,"Gott, Trevor",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641656,2023,"Hamilton, Ian",7,Slider Aces (Elite SL),4,Slider Aces (Elite Slider Impact)
641672,2020,"Hatch, Thomas",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641703,2023,"Honeywell, Brent",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641712,2019,"Hudson, Dakota",1,League-Average Pitch Quality,1,Sinker Liability Pitchers (Sinker Gets Crushed)
641712,2020,"Hudson, Dakota",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641712,2022,"Hudson, Dakota",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641712,2023,"Hudson, Dakota",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641712,2024,"Hudson, Dakota",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641729,2019,"Jiménez, Joe",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641729,2020,"Jiménez, Joe",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641729,2021,"Jiménez, Joe",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641729,2022,"Jiménez, Joe",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641729,2023,"Jiménez, Joe",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641729,2024,"Jiménez, Joe",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641743,2020,"Kay, Anthony",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641745,2019,"Keller, Brad",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641745,2020,"Keller, Brad",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641745,2021,"Keller, Brad",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
641745,2022,"Keller, Brad",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641745,2025,"Keller, Brad",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641755,2019,"Kinley, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641755,2020,"Kinley, Tyler",1,League-Average Pitch Quality,4,Slider Aces (Elite Slider Impact)
641755,2021,"Kinley, Tyler",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641755,2024,"Kinley, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641755,2025,"Kinley, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641771,2020,"Kuhl, Chad",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641771,2021,"Kuhl, Chad",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641771,2022,"Kuhl, Chad",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
641778,2019,"Lauer, Eric",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641778,2021,"Lauer, Eric",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641778,2022,"Lauer, Eric",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641778,2025,"Lauer, Eric",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641793,2021,"Littell, Zack",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641793,2023,"Littell, Zack",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641793,2024,"Littell, Zack",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641793,2025,"Littell, Zack",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641816,2019,"Mahle, Tyler",1,League-Average Pitch Quality,5,Four-Seam Aces (Elite FF Impact)
641816,2020,"Mahle, Tyler",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641816,2021,"Mahle, Tyler",6,Weak Breaking Ball Group (Bad SL),5,Four-Seam Aces (Elite FF Impact)
641816,2022,"Mahle, Tyler",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641816,2025,"Mahle, Tyler",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641835,2019,"Mayza, Tim",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
641835,2021,"Mayza, Tim",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
641835,2022,"Mayza, Tim",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
641835,2023,"Mayza, Tim",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
641835,2024,"Mayza, Tim",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641838,2019,"McCarthy, Kevin",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641927,2021,"Ober, Bailey",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641927,2022,"Ober, Bailey",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
641927,2023,"Ober, Bailey",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641927,2024,"Ober, Bailey",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
641927,2025,"Ober, Bailey",6,Weak Breaking Ball Group (Bad SL),2,Balanced Positive Arsenal (Mild Impact Gains)
641941,2019,"Pagán, Emilio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641941,2020,"Pagán, Emilio",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641941,2021,"Pagán, Emilio",9,Cutter Aces (Elite FC),2,Balanced Positive Arsenal (Mild Impact Gains)
641941,2022,"Pagán, Emilio",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
641941,2023,"Pagán, Emilio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
641941,2025,"Pagán, Emilio",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
642092,2020,"Smith, Riley",0,Fastball Generalists (Good FF + Good SI),3,Sinker Aces (Elite Sinker Impact)
642092,2021,"Smith, Riley",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642098,2019,"Sparkman, Glenn",1,League-Average Pitch Quality,0,FF Liability Pitchers (Bad Fastball Impact)
642100,2025,"Speier, Gabe",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
642121,2020,"Sulser, Cole",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
642121,2021,"Sulser, Cole",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642130,2020,"Taylor, Blake",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
642130,2021,"Taylor, Blake",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
642203,2020,"Widener, Taylor",1,League-Average Pitch Quality,5,Four-Seam Aces (Elite FF Impact)
642203,2021,"Widener, Taylor",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
642207,2020,"Williams, Devin",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
642207,2021,"Williams, Devin",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
642207,2022,"Williams, Devin",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
642207,2023,"Williams, Devin",8,Changeup Specialists (Elite CH),2,Balanced Positive Arsenal (Mild Impact Gains)
642207,2025,"Williams, Devin",2,Four-Seam Aces (Elite FF Quality),5,Four-Seam Aces (Elite FF Impact)
642231,2019,"Yacabonis, Jimmy",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
642232,2019,"Yarbrough, Ryan",3,Weak Fastball Group (Bad FF),0,FF Liability Pitchers (Bad Fastball Impact)
642232,2020,"Yarbrough, Ryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642232,2021,"Yarbrough, Ryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642232,2022,"Yarbrough, Ryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642232,2023,"Yarbrough, Ryan",2,Four-Seam Aces (Elite FF Quality),2,Balanced Positive Arsenal (Mild Impact Gains)
642232,2024,"Yarbrough, Ryan",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642233,2020,"Yardley, Eric",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642397,2019,"Soto, Gregory",5,Sinkers Get Hit (Bad SI),1,Sinker Liability Pitchers (Sinker Gets Crushed)
642397,2020,"Soto, Gregory",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
642397,2021,"Soto, Gregory",1,League-Average Pitch Quality,2,Balanced Positive Arsenal (Mild Impact Gains)
