batter_arch,pitcher_arch,matchup,count_bucket,outcome
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,pitcher_ahead,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,force_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,home_run
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,force_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,home_run
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_error
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,even,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsL,even,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,hit_by_pitch
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,grounded_into_double_play
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,even,field_error
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,two_strikes,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,force_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,intent_walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,home_run
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,hitter_ahead,single
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,even,sac_fly
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,double
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,home_run
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,even,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsL,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,hitter_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,grounded_into_double_play
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,intent_walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,hitter_ahead,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,single
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,even,field_error
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,even,single
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,single
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,full,walk
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,even,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,force_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,single
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,full,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,even,double
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsL,two_strikes,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsL,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,hit_by_pitch
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,sac_fly
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,hitter_ahead,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,sac_fly
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,fielders_choice
Balanced / Mixed,Slider Aces (Elite Slider Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,pitcher_ahead,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,single
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,hitter_ahead,walk
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,even,double
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,pitcher_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,force_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,hitter_ahead,force_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),LvsR,pitcher_ahead,field_out
Balanced / Mixed,FF Liability Pitchers (Bad Fastball Impact),RvsR,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,even,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,full,walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsR,pitcher_ahead,hit_by_pitch
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,intent_walk
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,single
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,hitter_ahead,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,even,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,pitcher_ahead,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsL,even,single
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,walk
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,even,force_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,field_out
Balanced / Mixed,Slider Aces (Elite Slider Impact),RvsR,two_strikes,grounded_into_double_play
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,two_strikes,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,pitcher_ahead,single
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,even,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,two_strikes,home_run
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,hitter_ahead,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,even,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),LvsL,full,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,two_strikes,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,hitter_ahead,walk
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,hitter_ahead,walk
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,full,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,full,double
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,pitcher_ahead,single
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,two_strikes,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,two_strikes,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,pitcher_ahead,home_run
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,full,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),RvsR,two_strikes,field_out
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsR,two_strikes,strikeout
Balanced / Mixed,Sinker Liability Pitchers (Sinker Gets Crushed),LvsL,full,strikeout
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,full,field_out
Balanced / Mixed,Four-Seam Aces (Elite FF Impact),RvsR,two_strikes,strikeout
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,field_out
Balanced / Mixed,Balanced Positive Arsenal (Mild Impact Gains),RvsL,two_strikes,strikeout
